id,title,description,status,goods,contractor,startDate,endDate,amount
3023704,14/00484/003/001 Medicamente pentru instituţiile preşcolare şi preuniversitare subordonate DETS s.Ciocana,,Aprobat,"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",ULIM,2014-09-23T00:00:00.000Z,2014-12-31T00:00:00.000Z,922.93
2097762,"14/00528/001 lucrări de reparație a drumului L394 Bărboeni-Bălăurești, km 0-4,2",,Înregistrat(ă),Lucrari de reparare a drumurilor,NIROM-ROZ S.R.L.,2014-04-22T00:00:00.000Z,2016-12-22T00:00:00.000Z,2.379938e+07
4255513,"14/00528/001/001 lucrări de reparație a drumului L394 Bărboeni-Bălăurești, km 0-4,2",,Aprobat,Lucrari de reparare a drumurilor,NIROM-ROZ S.R.L.,2014-12-08T00:00:00.000Z,2016-12-22T00:00:00.000Z,0
7275171,"14/00528/001/002 lucrări de reparație a drumului L394 Bărboeni-Bălăurești, km 0-4,2",,Aprobat,Lucrari de reparare a drumurilor,NIROM-ROZ S.R.L.,2015-05-27T00:00:00.000Z,2016-12-22T00:00:00.000Z,6.0758525e+06
7275260,"14/00528/001/003 lucrări de reparație a drumului L394 Bărboeni-Bălăurești, km 0-4,2",,Aprobat,Lucrari de reparare a drumurilor,NIROM-ROZ S.R.L.,2015-05-27T00:00:00.000Z,2016-12-22T00:00:00.000Z,-2.6066842e+06
9202228,"14/00528/001/004 lucrări de reparație a drumului L394 Bărboeni-Bălăurești, km 0-4,2",,Aprobat,Lucrari de reparare a drumurilor,NIROM-ROZ S.R.L.,2015-11-02T00:00:00.000Z,2016-12-22T00:00:00.000Z,-2.568695e+06
9202231,"14/00528/001/005 lucrări de reparație a drumului L394 Bărboeni-Bălăurești, km 0-4,2",,Aprobat,Lucrari de reparare a drumurilor,NIROM-ROZ S.R.L.,2015-11-02T00:00:00.000Z,2016-12-22T00:00:00.000Z,2.5686958e+06
10030927,"14/00528/001/006 lucrări de reparație a drumului L394 Bărboeni-Bălăurești, km 0-4,2",,Aprobat,Lucrari de reparare a drumurilor,NIROM-ROZ S.R.L.,2015-12-11T00:00:00.000Z,2016-12-22T00:00:00.000Z,0
10030929,"14/00528/001/007 lucrări de reparație a drumului L394 Bărboeni-Bălăurești, km 0-4,2",,Aprobat,Lucrari de reparare a drumurilor,NIROM-ROZ S.R.L.,2015-12-11T00:00:00.000Z,2016-12-22T00:00:00.000Z,0
2155267,14/00539/001 Mărfuri tehnico-sanitare,,Înregistrat(ă),Articole sanitare,TERENTIEV T.O. О.I.,2014-04-14T00:00:00.000Z,2014-12-31T00:00:00.000Z,31073
2155367,14/00539/002 Mărfuri tehnico-sanitare,,Înregistrat(ă),Articole sanitare,TERENTIEV T.O. О.I.,2014-04-14T00:00:00.000Z,2014-12-31T00:00:00.000Z,9031.4
2155386,14/00539/003 Mărfuri tehnico-sanitare,,Înregistrat(ă),Articole sanitare,TERENTIEV T.O. О.I.,2014-04-14T00:00:00.000Z,2014-12-31T00:00:00.000Z,5173.5
2155523,14/00539/004 Mărfuri tehnico-sanitare,,Înregistrat(ă),Articole sanitare,TERENTIEV T.O. О.I.,2014-04-14T00:00:00.000Z,2014-12-31T00:00:00.000Z,3873.55
2155669,14/00539/005 Mărfuri tehnico-sanitare,,Înregistrat(ă),Articole sanitare,TERENTIEV T.O. О.I.,2014-04-14T00:00:00.000Z,2014-12-31T00:00:00.000Z,10425
2227326,"14/00543/001 Investiţie capitală în construcţie la Oficiul Stare Civilă Edinet, (or. Edineţ, str. Independenţei,59)",,Înregistrat(ă),Lucrari de reparatii generale si de renovare,TERRA-LIG S.A.,2014-05-19T00:00:00.000Z,2014-12-30T00:00:00.000Z,2.849504e+06
3919799,"14/00543/001/001 Investiţie capitală în construcţie la Oficiul Stare Civilă Edinet, (or. Edineţ, str. Independenţei,59)",,Aprobat,Lucrari de reparatii generale si de renovare,TERRA-LIG S.A.,2014-11-26T00:00:00.000Z,2014-12-20T00:00:00.000Z,0
4296188,"14/00543/001/002 Investiţie capitală în construcţie la Oficiul Stare Civilă Edinet, (or. Edineţ, str. Independenţei,59)",,Aprobat,Lucrari de reparatii generale si de renovare,TERRA-LIG S.A.,2014-12-09T00:00:00.000Z,2015-06-30T00:00:00.000Z,0
4296190,"14/00543/001/003 Investiţie capitală în construcţie la Oficiul Stare Civilă Edinet, (or. Edineţ, str. Independenţei,59)",,Aprobat,Lucrari de reparatii generale si de renovare,TERRA-LIG S.A.,2014-12-09T00:00:00.000Z,2014-12-30T00:00:00.000Z,0
4347588,"14/00543/001/004 Investiţie capitală în construcţie la Oficiul Stare Civilă Edinet, (or. Edineţ, str. Independenţei,59)",,Aprobat,Lucrari de reparatii generale si de renovare,TERRA-LIG S.A.,2014-12-11T00:00:00.000Z,2014-12-30T00:00:00.000Z,251831.2
4347772,"14/00543/001/005 Investiţie capitală în construcţie la Oficiul Stare Civilă Edinet, (or. Edineţ, str. Independenţei,59)",,Aprobat,Lucrari de reparatii generale si de renovare,TERRA-LIG S.A.,2014-12-11T00:00:00.000Z,2014-12-30T00:00:00.000Z,-163793.72
4347846,"14/00543/001/006 Investiţie capitală în construcţie la Oficiul Stare Civilă Edinet, (or. Edineţ, str. Independenţei,59)",,Aprobat,Lucrari de reparatii generale si de renovare,TERRA-LIG S.A.,2014-12-11T00:00:00.000Z,2014-12-30T00:00:00.000Z,304909.84
7209886,"14/00543/001/007 Investiţie capitală în construcţie la Oficiul Stare Civilă Edinet, (or. Edineţ, str. Independenţei,59)",,Aprobat,Lucrari de reparatii generale si de renovare,TERRA-LIG S.A.,2015-05-22T00:00:00.000Z,2015-10-01T00:00:00.000Z,0
2154860,14/00569/001 Servicii de deservire a utilajului medical,,Înregistrat(ă),Servicii de reparare si de intretinere a echipamentului medical si de precizie,INTERMED-SERVICE S.R.L.,2014-04-16T00:00:00.000Z,2014-12-31T00:00:00.000Z,2.098776e+06
2348046,14/00571/001 Tehnică de calcul,,Înregistrat(ă),"Echipament informatic si accesorii de birou, cu exceptia mobilierului si a pachetelor software",Î.M. ACCENT ELECTRONIC S.A.,2014-06-05T00:00:00.000Z,2014-12-31T00:00:00.000Z,10180
2348050,14/00571/002 Tehnică de calcul,,Înregistrat(ă),"Echipament informatic si accesorii de birou, cu exceptia mobilierului si a pachetelor software",Î.M. ACCENT ELECTRONIC S.A.,2014-06-05T00:00:00.000Z,2014-12-31T00:00:00.000Z,55152
2348054,14/00571/003 Tehnică de calcul,,Înregistrat(ă),"Echipament informatic si accesorii de birou, cu exceptia mobilierului si a pachetelor software",Î.M. ACCENT ELECTRONIC S.A.,2014-06-05T00:00:00.000Z,2014-12-31T00:00:00.000Z,199422
2261376,14/00578/002 Medicamente si produse parafarmaceutice,,Înregistrat(ă),Produse farmaceutice,ENDO-CHIRURGIE S.R.L.,2014-04-29T00:00:00.000Z,2014-12-31T00:00:00.000Z,50250
2284039,14/00578/003 Medicamente si produse parafarmaceutice,,Înregistrat(ă),Produse farmaceutice,ENDO-CHIRURGIE S.R.L.,2014-04-29T00:00:00.000Z,2014-12-31T00:00:00.000Z,92938.44
2215415,14/00588/001 MATERIALE  ELECTRICE (CABLURI),,Înregistrat(ă),Cabluri de conectare,VOLTA S.R.L.,2014-05-08T00:00:00.000Z,2014-12-31T00:00:00.000Z,68597.2
2215419,14/00588/002 MATERIALE  ELECTRICE (CABLURI),,Înregistrat(ă),Cabluri de conectare,VOLTA S.R.L.,2014-05-08T00:00:00.000Z,2014-12-31T00:00:00.000Z,78017
2215433,14/00588/003 MATERIALE  ELECTRICE (CABLURI),,Înregistrat(ă),Cabluri de conectare,VOLTA S.R.L.,2014-05-08T00:00:00.000Z,2014-12-31T00:00:00.000Z,9313.2
2215443,14/00588/004 MATERIALE  ELECTRICE (CABLURI),,Înregistrat(ă),Cabluri de conectare,VOLTA S.R.L.,2014-05-08T00:00:00.000Z,2014-12-31T00:00:00.000Z,3710.4
2215456,14/00588/005 MATERIALE  ELECTRICE (CABLURI),,Înregistrat(ă),Cabluri de conectare,VOLTA S.R.L.,2014-05-08T00:00:00.000Z,2014-12-31T00:00:00.000Z,17260
2048426,14/00589/001 Servicii de deservire tehnică şi reparaţie a echipamentelor de scanare cu raze X a bagajelor,,Înregistrat(ă),Reparare si intretinere a echipamentelor,S.R.L. CONTROL & SERVICE,2014-04-15T00:00:00.000Z,2017-05-31T00:00:00.000Z,2.3976e+06
12975368,14/00589/001/001 Servicii de deservire tehnică şi reparaţie a echipamentelor de scanare cu raze X a bagajelor,,Aprobat,Reparare si intretinere a echipamentelor,S.R.L. CONTROL & SERVICE,2016-05-05T00:00:00.000Z,2017-05-31T00:00:00.000Z,-2.3976e+06
2235604,"14/00590/001 PRODUSE DE CURĂŢAT, PIESE PENTRU ROBINETE ŞI VANE, PRODUSE AUXILIARE PENTRU CONSTRUCŢII, MAŞINI, APARATE, ECHIPAMENTE ŞI CONSUMABILE ELECTRICE, ILUMINAT ",,Înregistrat(ă),"Mobila (inclusiv mobila de birou), accesorii de mobilier, aparate de uz casnic (exclusiv dispozitive de iluminat) si produse de curatat",DENIADI S.R.L.,2014-05-19T00:00:00.000Z,2014-12-31T00:00:00.000Z,131412.92
2235610,"14/00590/002 PRODUSE DE CURĂŢAT, PIESE PENTRU ROBINETE ŞI VANE, PRODUSE AUXILIARE PENTRU CONSTRUCŢII, MAŞINI, APARATE, ECHIPAMENTE ŞI CONSUMABILE ELECTRICE, ILUMINAT ",,Înregistrat(ă),"Mobila (inclusiv mobila de birou), accesorii de mobilier, aparate de uz casnic (exclusiv dispozitive de iluminat) si produse de curatat",DENIADI S.R.L.,2014-05-19T00:00:00.000Z,2014-12-31T00:00:00.000Z,22633.34
2235618,"14/00590/003 PRODUSE DE CURĂŢAT, PIESE PENTRU ROBINETE ŞI VANE, PRODUSE AUXILIARE PENTRU CONSTRUCŢII, MAŞINI, APARATE, ECHIPAMENTE ŞI CONSUMABILE ELECTRICE, ILUMINAT ",,Înregistrat(ă),"Mobila (inclusiv mobila de birou), accesorii de mobilier, aparate de uz casnic (exclusiv dispozitive de iluminat) si produse de curatat",DENIADI S.R.L.,2014-05-19T00:00:00.000Z,2014-12-31T00:00:00.000Z,8482.79
2211379,14/00591/001 produse alimentare,,Înregistrat(ă),"Cereale, cartofi, legume, fructe si fructe cu coaja",Î.S. CENTRUL DE PREGĂTIRE A SPECIALIŞTILOR PENTRU ARMATA NAŢIONALĂ,2014-05-14T00:00:00.000Z,2014-12-31T00:00:00.000Z,1.10628e+06
2211383,14/00591/002 produse alimentare,,Înregistrat(ă),"Cereale, cartofi, legume, fructe si fructe cu coaja",Î.S. CENTRUL DE PREGĂTIRE A SPECIALIŞTILOR PENTRU ARMATA NAŢIONALĂ,2014-05-14T00:00:00.000Z,2014-12-31T00:00:00.000Z,236000
2211387,14/00591/003 produse alimentare,,Înregistrat(ă),"Cereale, cartofi, legume, fructe si fructe cu coaja",Î.S. CENTRUL DE PREGĂTIRE A SPECIALIŞTILOR PENTRU ARMATA NAŢIONALĂ,2014-05-14T00:00:00.000Z,2014-12-31T00:00:00.000Z,217400
2211391,14/00591/004 produse alimentare,,Înregistrat(ă),"Cereale, cartofi, legume, fructe si fructe cu coaja",Î.S. CENTRUL DE PREGĂTIRE A SPECIALIŞTILOR PENTRU ARMATA NAŢIONALĂ,2014-05-14T00:00:00.000Z,2014-12-31T00:00:00.000Z,102000
2142068,14/00592/001 Mărfuri de uz gospodăresc,,Înregistrat(ă),Structuri si materiale de constructii; produse auxiliare pentru constructii (cu exceptia aparatelor electrice),FORA & C S.R.L.,2014-04-29T00:00:00.000Z,2014-12-31T00:00:00.000Z,44240
2142074,14/00592/002 Mărfuri de uz gospodăresc,,Înregistrat(ă),Structuri si materiale de constructii; produse auxiliare pentru constructii (cu exceptia aparatelor electrice),FORA & C S.R.L.,2014-04-29T00:00:00.000Z,2014-12-31T00:00:00.000Z,2507.24
2093812,14/00594/001 Computere de birou,,Înregistrat(ă),Computer de birou,FORS-COMPUTER S.R.L.,2014-04-11T00:00:00.000Z,2014-12-31T00:00:00.000Z,397815
2240614,"14/00602/001 lucrări de reparatie a drumului L77 Mîndîc-Zgurița-Căinarii Vechi-Mărculești, accesul în s.Bulboci, inclusiv podul peste rîul Căinari",,Înregistrat(ă),Lucrari de constructii de poduri,MAGISTRALA-NISTRU S.R.L.,2014-05-20T00:00:00.000Z,2015-05-30T00:00:00.000Z,5.2472385e+06
3060574,"14/00602/001/001 lucrări de reparatie a drumului L77 Mîndîc-Zgurița-Căinarii Vechi-Mărculești, accesul în s.Bulboci, inclusiv podul peste rîul Căinari",,Aprobat,Lucrari de constructii de poduri,MAGISTRALA-NISTRU S.R.L.,2014-09-29T00:00:00.000Z,2015-05-30T00:00:00.000Z,0
3060576,"14/00602/001/002 lucrări de reparatie a drumului L77 Mîndîc-Zgurița-Căinarii Vechi-Mărculești, accesul în s.Bulboci, inclusiv podul peste rîul Căinari",,Aprobat,Lucrari de constructii de poduri,MAGISTRALA-NISTRU S.R.L.,2014-09-29T00:00:00.000Z,2015-11-30T00:00:00.000Z,0
5413811,"14/00602/001/003 lucrări de reparatie a drumului L77 Mîndîc-Zgurița-Căinarii Vechi-Mărculești, accesul în s.Bulboci, inclusiv podul peste rîul Căinari",,Aprobat,Lucrari de constructii de poduri,MAGISTRALA-NISTRU S.R.L.,2015-01-30T00:00:00.000Z,2015-05-30T00:00:00.000Z,162384.31
7797873,"14/00602/001/004 lucrări de reparatie a drumului L77 Mîndîc-Zgurița-Căinarii Vechi-Mărculești, accesul în s.Bulboci, inclusiv podul peste rîul Căinari",,Aprobat,Lucrari de constructii de poduri,MAGISTRALA-NISTRU S.R.L.,2015-07-01T00:00:00.000Z,2015-11-30T00:00:00.000Z,0
2142573,"14/00603/001 Lucrări de schimbare a ferestrelor în şcoala nr. 12 str.P.Zadnipru, 2/4, aflată în subordinea DETS sectorul Ciocana",,Înregistrat(ă),Lucrari de acoperire si alte lucrari speciale de constructii,S.C. ALUSAR-PLAST S.R.L.,2014-05-05T00:00:00.000Z,2014-12-31T00:00:00.000Z,154864.56
3685924,"14/00603/001/001 Lucrări de schimbare a ferestrelor în şcoala nr. 12 str.P.Zadnipru, 2/4, aflată în subordinea DETS sectorul Ciocana",,Aprobat,Lucrari de acoperire si alte lucrari speciale de constructii,S.C. ALUSAR-PLAST S.R.L.,2014-11-18T00:00:00.000Z,2014-12-31T00:00:00.000Z,45071.47
2102461,14/00606/001 Servicii de programare de software de aplicatie,,Înregistrat(ă),Servicii de programare de software de aplicatie,UTI SYSTEMS INTERNATIONAL S.R.L.,2014-04-22T00:00:00.000Z,2014-12-31T00:00:00.000Z,150638.4
2215221,"14/00607/001 Construcţia sectorului de drum dintre străzile Chişinăului şi Kogălniceanu, or. Hînceşti. Etapa I (REPETAT)",,Înregistrat(ă),Lucrari de constructii de drumuri,NORTON S.R.L.,2014-05-15T00:00:00.000Z,2015-12-31T00:00:00.000Z,2.236092e+07
7448223,"14/00607/001/001 Construcţia sectorului de drum dintre străzile Chişinăului şi Kogălniceanu, or. Hînceşti. Etapa I (REPETAT)",,Aprobat,Lucrari de constructii de drumuri,NORTON S.R.L.,2015-06-05T00:00:00.000Z,2015-12-31T00:00:00.000Z,-4.1048382e+06
7448305,"14/00607/001/002 Construcţia sectorului de drum dintre străzile Chişinăului şi Kogălniceanu, or. Hînceşti. Etapa I (REPETAT)",,Aprobat,Lucrari de constructii de drumuri,NORTON S.R.L.,2015-06-05T00:00:00.000Z,2015-12-31T00:00:00.000Z,4.8923135e+06
2162929,14/00608/001 Lucrări de reparaţie la anexa la blocul alimentar din gradinita nr. 30 str. P. Zadnipru 7/1,,Înregistrat(ă),Lucrari de acoperire si alte lucrari speciale de constructii,CONSAR-PRIM S.R.L.,2014-05-05T00:00:00.000Z,2014-12-31T00:00:00.000Z,148202
2162855,"14/00609/001 Lucrări de reparaţie a acoperişului şi schimbarea ferestrelor la şcoala nr. 83 str.N.M.Spataru, 13/3, aflată în subordinea DETS sectorul Ciocana",,Înregistrat(ă),Lucrari de acoperire si alte lucrari speciale de constructii,S.C. EUSEVAS CONS S.R.L.,2014-05-05T00:00:00.000Z,2014-12-31T00:00:00.000Z,158092.45
2142600,"14/00610/001 Lucrări de reparaţie capitală în grădiniţa nr. 135  str. M.Sadoveanu 6/2, aflată în subordinea DETS sectorul Ciocana",,Înregistrat(ă),Lucrari de acoperire si alte lucrari speciale de constructii,S.C. EUSEVAS CONS S.R.L.,2014-05-05T00:00:00.000Z,2014-12-31T00:00:00.000Z,183497.02
2142586,"14/00611/001 Lucrări de reparaţie a acoperişului şi schimbarea ferestrelor în gradiniţa nr.161 str. A. Russo 61/3, aflată în subordinea DETS sectorul Ciocana",,Înregistrat(ă),Lucrari de acoperire si alte lucrari speciale de constructii,S.C. EUSEVAS CONS S.R.L.,2014-05-05T00:00:00.000Z,2014-12-31T00:00:00.000Z,163620.28
2049098,14/00612/001 Combustibil,,Înregistrat(ă),Combustibili,S.R.L. LUKOIL-Moldova,2014-04-15T00:00:00.000Z,2014-12-31T00:00:00.000Z,70800
4713359,14/00612/001/001 Combustibil,,Aprobat,Combustibili,S.R.L. LUKOIL-Moldova,2014-12-22T00:00:00.000Z,2014-12-31T00:00:00.000Z,7080
2109360,14/00615/001 Achiziționarea scaunilor de birou,,Înregistrat(ă),Scaune,TERRASISTEM S.R.L.,2014-04-17T00:00:00.000Z,2014-12-31T00:00:00.000Z,209000
2115325,14/00616/001 Servicii de reparație și întreținere a echipamentului informatic,,Înregistrat(ă),Repararea si intretinerea echipamentului informatic,LABORATOR MEGA S.A.,2014-04-24T00:00:00.000Z,2014-12-31T00:00:00.000Z,47957
2111458,14/00617/001 Consumabile pentru departamentu ATI,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",F.C.P.C. DATACONTROL S.R.L.,2014-04-29T00:00:00.000Z,2014-12-31T00:00:00.000Z,142080
2111462,14/00617/002 Consumabile pentru departamentu ATI,,Înregistrat(ă),"Echipamente medicale, produse farmaceutice si produse de ingrijire personala",F.C.P.C. DATACONTROL S.R.L.,2014-04-29T00:00:00.000Z,2014-12-31T00:00:00.000Z,77928
2162495,"14/00620/001 Achiziţionarea genților de mina pentru “Recensământul populației și al locuințelor” din 2014",,Înregistrat(ă),Genti de mana,AV-MACROCOM S.R.L.,2014-05-08T00:00:00.000Z,2014-12-31T00:00:00.000Z,930000
2113799,14/00621/001 Lucrări de confecţionare şi montare a geamurilor şi uşilor din PVC în unitatea militară 1003 din mun. Bălţi,,Înregistrat(ă),Lucrari de montare de geamuri,S.R.L. FLUXMEŞTER-V.A.,2014-04-22T00:00:00.000Z,2014-12-30T00:00:00.000Z,69678.09
1828413,14/00234/001 Inventar Tare și Inventar Moale p/u secția ORL Cl.Em.Coțaga,,Înregistrat(ă),"Mobila (inclusiv mobila de birou), accesorii de mobilier, aparate de uz casnic (exclusiv dispozitive de iluminat) si produse de curatat",ŞARM S.A.,2014-03-16T00:00:00.000Z,2014-12-30T00:00:00.000Z,6950
1828417,14/00234/002 Inventar Tare și Inventar Moale p/u secția ORL Cl.Em.Coțaga,,Înregistrat(ă),"Mobila (inclusiv mobila de birou), accesorii de mobilier, aparate de uz casnic (exclusiv dispozitive de iluminat) si produse de curatat",ŞARM S.A.,2014-03-16T00:00:00.000Z,2014-12-30T00:00:00.000Z,47401
1829504,14/00235/001 Mărfuri de uz gospodăresc și Electrocasnice p/u secția ORL Cl.Em.Coțaga,,Înregistrat(ă),Aparate de uz casnic,TINA S.R.L.,2014-03-16T00:00:00.000Z,2014-12-30T00:00:00.000Z,16860
1829768,14/00235/002 Mărfuri de uz gospodăresc și Electrocasnice p/u secția ORL Cl.Em.Coțaga,,Înregistrat(ă),Aparate de uz casnic,TINA S.R.L.,2014-03-16T00:00:00.000Z,2014-12-30T00:00:00.000Z,39626.4
